,label,youtube_id,time_start,time_end,split
296413,robot dancing,Z0-c6R_Q7MU,0,10,train
296498,jumpstyle dancing,Z0Wf0Ckg_rw,139,149,train
296527,dancing ballet,Z0gwkVYESxU,81,91,train
296543,dancing charleston,Z0oHxyensok,97,107,train
296570,dancing ballet,Z0xjoPIZem0,13,23,train
296595,robot dancing,Z16ue62beOI,52,62,train
296596,robot dancing,Z16vR1NN7W8,8,18,train
296613,tap dancing,Z1F_gvKFFAo,62,72,train
296614,robot dancing,Z1Fw92Wjilo,93,103,train
296617,dancing ballet,Z1JiXEfJOOs,7,17,train
296680,swing dancing,Z1gzOap-9hQ,2,12,train
296716,dancing charleston,Z1vdSgdiW_A,114,124,train
296760,mosh pit dancing,Z2Gx9jWjkHo,1,11,train
296766,jumpstyle dancing,Z2HvmIT_p6I,18,28,train
296819,salsa dancing,Z2_AdphenP8,44,54,train
296838,swing dancing,Z2gXJJnx1Uw,127,137,train
296842,swing dancing,Z2jQuB9fKMs,82,92,train
296844,square dancing,Z2kVPa9eCBs,180,190,train
296873,dancing gangnam style,Z3-3CRm_rT0,13,23,train
296879,dancing charleston,Z30rTj1aOnk,1,11,train
297015,dancing macarena,Z3yULxFWo18,3,13,train
297054,square dancing,Z4CMcanfsik,145,155,train
297190,tango dancing,Z4yRYlnuf7A,71,81,train
297191,tango dancing,Z4ykf5Kc7mg,145,155,train
297195,country line dancing,Z50A3n8Vkeg,3,13,train
297252,belly dancing,Z5OYGcQ3FMo,18,28,train
297266,dancing gangnam style,Z5VKw4qJwbs,22,32,train
297285,square dancing,Z5_TBCJlSAo,145,155,train
297357,jumpstyle dancing,Z5z4kW5wylA,34,44,train
297369,tango dancing,Z64JDyXigMc,1,11,train
297381,dancing ballet,Z67v6arjAnM,12,22,train
297443,country line dancing,Z6_43Wd2NLk,72,82,train
297445,dancing gangnam style,Z6_dJJJBtR0,24,34,train
297454,dancing gangnam style,Z6fCVegfxN8,18,28,train
297462,country line dancing,Z6jcL8ej3To,121,131,train
297470,swing dancing,Z6mFplZRAyE,85,95,train
297520,dancing ballet,Z72jRZIZZgM,10,20,train
297536,robot dancing,Z7Bp4Wn_Res,5,15,train
297570,breakdancing,Z7Qtept0n7k,40,50,train
297781,dancing gangnam style,Z8vYhwzH-FQ,37,47,train
297839,tap dancing,Z9GXyjTAMuM,43,53,train
297897,dancing gangnam style,Z9ass0-YAfs,42,52,train
297972,mosh pit dancing,ZA3BMZAEkaw,57,67,train
297977,swing dancing,ZA5aRyhMVJg,265,275,train
298034,jumpstyle dancing,ZANh2lj6LtY,32,42,train
298046,country line dancing,ZASNWYVShjI,44,54,train
298060,belly dancing,ZAZM-LlQGb0,130,140,train
298149,jumpstyle dancing,ZB8Auf7puK0,12,22,train
298198,dancing charleston,ZBORDuk0aUE,51,61,train
298225,dancing charleston,ZBX7xCXK7Q0,47,57,train
298289,belly dancing,ZBj3guTpfLU,63,73,train
298440,belly dancing,ZCfxHe5Tfx0,364,374,train
298618,dancing gangnam style,ZDngOst5b9E,113,123,train
298665,jumpstyle dancing,ZE918egoxIE,134,144,train
298672,belly dancing,ZECX1iPehrw,296,306,train
298689,dancing macarena,ZENvyS0TtVQ,7,17,train
298720,breakdancing,ZEfOnLWW08Q,4,14,train
298891,tango dancing,ZFlUViMOtI8,26,36,train
298896,tango dancing,ZFoL_PUo4qk,242,252,train
299020,salsa dancing,ZGda4IbZPuw,168,178,train
299027,salsa dancing,ZGk0LIw88ug,27,37,train
299047,tango dancing,ZGuBKS2TiZQ,6,16,train
299053,dancing macarena,ZGwhXRnMdAA,9,19,train
299169,swing dancing,ZHnXrgdtbQU,3,13,train
299174,belly dancing,ZHrD0K0ZhUI,0,10,train
299187,swing dancing,ZHx-psIdBJw,0,10,train
299215,country line dancing,ZIAc6nENqR4,54,64,train
299217,dancing charleston,ZICBhN-v1jQ,79,89,train
299254,square dancing,ZIS7JXHcsv0,552,562,train
299362,mosh pit dancing,ZJHvsxVd7TI,4,14,train
299367,swing dancing,ZJNMjAd8Aks,112,122,train
299379,dancing ballet,ZJS5zKVoJzg,95,105,train
299451,swing dancing,ZK0n0_mmL1E,113,123,train
299453,swing dancing,ZK13QmrLYv0,128,138,train
299473,robot dancing,ZKFhlncm_ec,275,285,train
299486,robot dancing,ZKMpnd270ZY,100,110,train
299507,mosh pit dancing,ZKXeniD11Zg,10,20,train
299565,salsa dancing,ZL3A0MoJ5hs,82,92,train
299928,square dancing,ZNltdvy5Wq4,66,76,train
299989,belly dancing,ZOI0iH6v1zQ,12,22,train
300012,dancing ballet,ZOQrCj5QBWo,164,174,train
300024,dancing ballet,ZOWGWTXS0b0,79,89,train
300049,square dancing,ZOgX5GftL5c,288,298,train
300168,tango dancing,ZPiW5Kn11Q4,5,15,train
300169,dancing ballet,ZPiXljmR4t4,97,107,train
300170,tango dancing,ZPiZ4OCXXr4,178,188,train
300172,belly dancing,ZPiigJE4YjE,76,86,train
300189,mosh pit dancing,ZPsmKAAURTA,19,29,train
300229,jumpstyle dancing,ZQDrhroLPAw,85,95,train
300240,dancing ballet,ZQI1CmvpVBw,131,141,train
300303,dancing gangnam style,ZQoY00ccoRs,32,42,train
300366,tango dancing,ZRRM6HsdMxo,352,362,train
300367,tango dancing,ZRRMPmlrnAk,393,403,train
300408,robot dancing,ZRcjgP9By1M,1,11,train
300427,dancing ballet,ZRnZjTvMaT4,20,30,train
300436,dancing charleston,ZRsan_COiD0,30,40,train
300480,dancing ballet,ZSGXhB5fztI,136,146,train
300502,dancing charleston,ZSShBjM7mKI,0,10,train
300524,tango dancing,ZS_vr8v7bRU,30,40,train
300560,belly dancing,ZStaE-Dd1BI,58,68,train
300581,tango dancing,ZTACAngMXWY,0,10,train
300774,belly dancing,ZV6RfQC-pEk,205,215,train
300790,dancing charleston,ZVCuBS4cSc4,36,46,train
300800,country line dancing,ZVH0PFcKoGg,163,173,train
300817,robot dancing,ZVSK2tCD4GU,31,41,train
300860,country line dancing,ZVm4KhfNbL8,44,54,train
300884,mosh pit dancing,ZW-Tt8pRvs0,44,54,train
300891,swing dancing,ZW3kvAftSAs,118,128,train
300913,tango dancing,ZWFCY_qJrdU,132,142,train
300955,tango dancing,ZWk23YdD2DI,13,23,train
300958,tango dancing,ZWkskAG4IiY,147,157,train
300959,tango dancing,ZWlKdfdBx2k,2,12,train
300987,dancing charleston,ZX2o4EqCYBc,180,190,train
301000,square dancing,ZXDKoFHQD5c,0,10,train
301022,dancing charleston,ZXSB3uT5Rk8,85,95,train
301068,tango dancing,ZXxFWUMGpSM,94,104,train
301070,robot dancing,ZXynTQo5QMQ,172,182,train
301158,tap dancing,ZYtUNV9J5Tg,126,136,train
301273,country line dancing,Z_6bGBaN-tU,52,62,train
301424,mosh pit dancing,ZaQzUPx_rS8,8,18,train
301461,swing dancing,ZagtcBqIz9c,22,32,train
301514,tap dancing,Zb5lAOoIlqA,34,44,train
301602,breakdancing,ZbdvQiipPZY,16,26,train
301659,breakdancing,Zc3ed67UMSQ,10,20,train
301719,dancing charleston,ZcX1_C_dp50,37,47,train
301738,dancing macarena,Zcd0JY7ZKIo,64,74,train
301755,swing dancing,Zci_yQRayY4,15,25,train
301871,swing dancing,ZdPAaiA2ddE,67,77,train
301905,dancing ballet,ZddDGO9EBGs,343,353,train
302014,robot dancing,ZeQ2zwkrffM,70,80,train
302063,dancing gangnam style,ZelalgYYHuE,4,14,train
302115,square dancing,ZfHA9un5OkY,93,103,train
302154,robot dancing,ZfYRxZD41aM,114,124,train
302172,tap dancing,ZfgKebATAnU,43,53,train
302200,square dancing,ZfqC8uVfCUo,103,113,train
302261,dancing ballet,ZgCIz6NfLLU,101,111,train
302520,swing dancing,ZiBEwArWs_8,23,33,train
302616,swing dancing,ZivTC8Z-ntU,40,50,train
302784,tango dancing,ZkTd-oXGUB0,95,105,train
303006,dancing charleston,ZmAgvf0-v9Q,44,54,train
303141,salsa dancing,ZnDe4aADhbM,148,158,train
303167,square dancing,ZnOGjbmb0HQ,43,53,train
303211,salsa dancing,Znfo8GYmGtI,4,14,train
303316,mosh pit dancing,Zo_hDINWWXw,44,54,train
303344,dancing ballet,ZomQvAQBsGY,3,13,train
303393,square dancing,ZpC0XH9LhjI,0,10,train
303491,jumpstyle dancing,Zpz5rc9MQ6o,42,52,train
303523,square dancing,ZqK3YIhzu0U,117,127,train
303541,square dancing,ZqSimfEM53s,363,373,train
303579,belly dancing,ZqlqPnydpR4,130,140,train
303583,tango dancing,Zqo0lLib2CM,75,85,train
303716,breakdancing,ZrtrR8W_7o8,31,41,train
303827,robot dancing,ZsqAHB3Hctw,26,36,train
303897,dancing ballet,ZtSO7LoubZo,300,310,train
303907,swing dancing,Zt_RF70Mr8M,91,101,train
303911,jumpstyle dancing,Ztbe3OuqePQ,4,14,train
304006,dancing ballet,ZuMZB36lfLY,10,20,train
304061,dancing gangnam style,ZusCRQINw-s,100,110,train
304073,dancing ballet,Zv-9wg7KaCA,161,171,train
304141,breakdancing,ZvjtEcbXAgQ,4,14,train
304152,mosh pit dancing,ZvnZIe9K3RI,23,33,train
304275,salsa dancing,Zx8skDK_73A,396,406,train
304392,dancing ballet,ZyA7fjrgUqU,72,82,train
304394,dancing ballet,ZyAsz155t4g,166,176,train
304473,swing dancing,Zyl95042_NU,141,151,train
304496,dancing gangnam style,ZyxzEjDestI,146,156,train
304521,salsa dancing,ZzGroUwdcUg,154,164,train
304748,swing dancing,_0AAPQNKkko,70,80,train
304768,dancing macarena,_0FzC_3HtN4,78,88,train
304827,country line dancing,_0hmyfiUh1U,40,50,train
304951,dancing gangnam style,_1bLHSd71kc,4,14,train
304957,swing dancing,_1e38sSEhi4,0,10,train
304995,mosh pit dancing,_1tHSvXN7BM,6,16,train
305023,dancing macarena,_21R2Rhe9_E,11,21,train
305124,belly dancing,_2fDcHvR9yE,31,41,train
305133,dancing ballet,_2gDwnq9OqA,79,89,train
305134,dancing ballet,_2gNWFY7xVc,79,89,train
305201,dancing gangnam style,_39KVssPNP4,22,32,train
305222,breakdancing,_3H4Et4g498,81,91,train
305237,robot dancing,_3MynGJP_Zk,4,14,train
305261,tango dancing,_3UJof8sS9Q,4,14,train
305265,tango dancing,_3VAN9xov80,163,173,train
305268,tango dancing,_3VKnyHF-cM,33,43,train
305271,tango dancing,_3V_hWu_A5w,15,25,train
305273,dancing gangnam style,_3Vdj58fmW4,21,31,train
305431,tap dancing,_4Z76tJTO7w,105,115,train
305481,dancing gangnam style,_4utU74BAMA,45,55,train
305498,dancing gangnam style,_4zrY2ggkoQ,68,78,train
305507,robot dancing,_54lH029gxs,192,202,train
305518,country line dancing,_58ZbYOw9P0,101,111,train
305556,tap dancing,_5KdaGgTbF4,47,57,train
305559,robot dancing,_5MR0RGz4Os,168,178,train
305593,jumpstyle dancing,_5WEVW818LM,42,52,train
305599,belly dancing,_5XIY2kCNZI,85,95,train
305668,square dancing,_5y6PFTHyP4,157,167,train
305675,dancing gangnam style,_63U5PT1Qqw,19,29,train
305712,dancing gangnam style,_6IriP6pyVM,0,10,train
305725,tango dancing,_6PYt-fmMto,43,53,train
305739,dancing ballet,_6VEY0lZyIw,79,89,train
305755,dancing gangnam style,_6d4WxnukRU,15,25,train
305779,tap dancing,_6nfYgy-wD4,6,16,train
305846,dancing macarena,_7I6vI8Xpxw,1,11,train
305898,square dancing,_7fEHNyo6VI,147,157,train
305969,tango dancing,_852WEnZJqg,0,10,train
306019,square dancing,_8MU86RR-Eg,206,216,train
306029,jumpstyle dancing,_8QzFQd3Rhs,10,20,train
306041,salsa dancing,_8V87rkPEZk,132,142,train
306053,tap dancing,_8_snGMXnEI,0,10,train
306058,dancing gangnam style,_8b7k9V7JHs,206,216,train
306065,square dancing,_8c7dDqg-Cg,160,170,train
306101,belly dancing,_8uzCHkupnA,237,247,train
306118,robot dancing,_90EPusFyqw,27,37,train
306177,robot dancing,_9LbtyOVXzk,82,92,train
306236,mosh pit dancing,_9nHgB9wuCo,0,10,train
306238,tap dancing,_9nbZqB5T5U,63,73,train
306445,dancing charleston,_BK3cg_VjRY,6,16,train
306548,swing dancing,_C0GzFJGxno,141,151,train
306605,tap dancing,_CP3t6SoiDw,329,339,train
306618,dancing ballet,_CVOvMpP4_4,64,74,train
306666,tap dancing,_CthN2rThFQ,8,18,train
306785,salsa dancing,_DfqBw5UpAQ,340,350,train
306797,dancing charleston,_Dk3hVHm6Xo,17,27,train
306885,swing dancing,_EKWxmQmjNQ,396,406,train
306960,robot dancing,_Epug2zZW2Q,30,40,train
306986,dancing charleston,_EyRxcEFNIw,111,121,train
307076,dancing gangnam style,_FavFKMe2i4,9,19,train
307164,dancing gangnam style,_G9IbP5-UYg,112,122,train
307180,belly dancing,_GIcZ-f5Spc,51,61,train
307194,square dancing,_GQvowFzEgA,27,37,train
307204,salsa dancing,_GSJP5iPs4g,26,36,train
307223,swing dancing,_GVCZKMsKb8,84,94,train
307269,dancing macarena,_GpeORlZiD4,14,24,train
307409,dancing macarena,_HhuecemqE8,6,16,train
307533,robot dancing,_IWkf1kTbFM,7,17,train
307546,jumpstyle dancing,_IdYym_kDN8,23,33,train
307547,mosh pit dancing,_IdbMyGCxmQ,25,35,train
307585,breakdancing,_IvgQX_FrPU,6,16,train
307618,robot dancing,_J6N0YCLjtU,36,46,train
307657,dancing charleston,_JMf28RiBWg,85,95,train
307703,square dancing,_Jk7Hl-r4no,17,27,train
307770,swing dancing,_K6U3FyJBv4,40,50,train
307879,salsa dancing,_KpS1Sxxd9I,141,151,train
307892,swing dancing,_KsaAl2K_M4,38,48,train
307925,robot dancing,_L4JNEAgsCE,24,34,train
307952,swing dancing,_LGWQX85dK4,183,193,train
307959,jumpstyle dancing,_LIJMhWKH-Q,13,23,train
308027,jumpstyle dancing,_LiauunbEn8,27,37,train
308035,tap dancing,_LlM1EXawQk,107,117,train
308061,square dancing,_Lt7EpwGVPs,180,190,train
308093,breakdancing,_M8Mg58akK4,47,57,train
308105,robot dancing,_MD_rULFvAk,0,10,train
308160,country line dancing,_Mde50evmoA,155,165,train
308172,dancing gangnam style,_MhTb7l8rGQ,57,67,train
308189,country line dancing,_MpVK8kByBg,217,227,train
308220,tap dancing,_N0iHE6qxlE,1,11,train
308368,belly dancing,_OBj5wRkwew,353,363,train
308383,robot dancing,_OKTIyOeqA4,12,22,train
308430,dancing charleston,_Okl3r4HEl8,63,73,train
308517,belly dancing,_PKeYxWH8QY,71,81,train
308528,tango dancing,_PN9LycNyVM,5,15,train
308532,breakdancing,_POg19nJU5s,5,15,train
308655,square dancing,_QMOdelvmBM,78,88,train
308664,salsa dancing,_QSRhZUhMXs,209,219,train
308760,salsa dancing,_R74nMA0dgw,98,108,train
308778,belly dancing,_RHELar7CoA,233,243,train
308862,tap dancing,_RvqF3v7Z14,65,75,train
308880,swing dancing,_S0j2Y8kmqc,41,51,train
308887,dancing macarena,_S5vixAvzCc,8,18,train
308939,dancing charleston,_SSZV_AwRZ4,7,17,train
308997,tap dancing,_Slbg13a_Rg,27,37,train
309021,tango dancing,_SyBkHeRMUQ,182,192,train
309022,tango dancing,_SyNF-jbc-4,10,20,train
309023,tango dancing,_SyU7s7WUbE,155,165,train
309024,tango dancing,_SyUaWqUeAY,31,41,train
309032,dancing charleston,_T-ZTqzYbmQ,162,172,train
309037,salsa dancing,_T5ML6R8IOI,184,194,train
309088,salsa dancing,_TQtYf463GE,2,12,train
309109,belly dancing,_TXZOl6sApU,266,276,train
309120,square dancing,_TbfE0qnG60,11,21,train
309178,square dancing,_Tz0rYQ1aTA,15,25,train
309266,dancing gangnam style,_UX_0KyUl40,3,13,train
309272,dancing charleston,_UYoAp51D-A,6,16,train
309281,dancing charleston,_U_7gWkfzBY,138,148,train
309438,jumpstyle dancing,_VhC5u6ndis,39,49,train
309501,belly dancing,_WKtYuhGGVE,25,35,train
309522,mosh pit dancing,_WUpc4eue9A,7,17,train
309546,breakdancing,_WbXSuUTHTs,8,18,train
309548,salsa dancing,_WctV-DSCjY,17,27,train
309620,dancing charleston,_XI016c0r7s,81,91,train
309692,dancing charleston,_XmoMM34WCk,30,40,train
309726,dancing charleston,_Y5eZjoGYek,75,85,train
309833,robot dancing,_Z5yKTiRkY4,16,26,train
309834,square dancing,_Z6EFr85DB0,8,18,train
309873,country line dancing,_ZPXmfuam6g,14,24,train
309881,country line dancing,_ZSbbAW7NwQ,127,137,train
309965,swing dancing,__KgrOyZBlQ,16,26,train
309984,dancing charleston,__Rx-r3mQNU,0,10,train
309990,country line dancing,__Uv66YYhr0,3,13,train
310018,dancing charleston,__hH2wgpPo4,14,24,train
310046,dancing gangnam style,__zwgKBCinY,1,11,train
310051,mosh pit dancing,_a15le0V8aQ,23,33,train
310076,swing dancing,_aBtMfwdnXQ,9,19,train
310121,tap dancing,_aSOIPscpDU,26,36,train
310126,jumpstyle dancing,_aVrC08Xvng,25,35,train
310227,swing dancing,_bEWOz1P91M,47,57,train
310317,dancing gangnam style,_bqayYvYZYw,84,94,train
310390,dancing charleston,_cOIM49dB3w,72,82,train
310402,robot dancing,_cTWaIWmwxg,75,85,train
310548,belly dancing,_dKZZdoFgls,80,90,train
310568,dancing macarena,_dTUuY5L27o,0,10,train
310603,salsa dancing,_dgIdL-pmtI,35,45,train
310641,swing dancing,_dwzIw5uomU,1,11,train
310660,swing dancing,_e6QNG2lxfM,16,26,train
310744,belly dancing,_eg1tNAfAM8,0,10,train
310751,salsa dancing,_ehoEtciDhc,63,73,train
310824,country line dancing,_fBXuqLns00,50,60,train
310841,square dancing,_fGEM_oExVU,199,209,train
311019,dancing charleston,_g_FqjWXAWI,11,21,train
311029,square dancing,_gc4CjHz3N4,901,911,train
311105,tango dancing,_h67yu0hpRg,109,119,train
311106,dancing ballet,_h6ZPj42QJU,17,27,train
311112,dancing ballet,_h7gEWk7H5U,17,27,train
311130,country line dancing,_hDKEoICE9c,162,172,train
311171,dancing charleston,_hUgUnTkGBQ,139,149,train
311237,mosh pit dancing,_hyxIJNfI9E,73,83,train
311255,tango dancing,_i3ZDX4v-5k,112,122,train
311314,swing dancing,_iQzBGUjLO4,10,20,train
311411,jumpstyle dancing,_j3jC3rDiBc,23,33,train
311463,dancing gangnam style,_jMM6_qebDg,92,102,train
311522,dancing macarena,_jjwT-bQYv0,15,25,train
311542,salsa dancing,_jsOPUPnTr0,76,86,train
311589,robot dancing,_kBkRjA95IU,0,10,train
311618,robot dancing,_kQ5l60pm2Y,5,15,train
311652,breakdancing,_kf29LMkGiQ,184,194,train
311793,dancing charleston,_lYfUHR_-xA,20,30,train
311845,square dancing,_lxDkvGgE_I,1,11,train
311982,robot dancing,_mvUeSzDgNo,3,13,train
312064,mosh pit dancing,_nWktvYFgm8,9,19,train
312071,dancing charleston,_nZ5WDn18WI,28,38,train
312126,swing dancing,_nyIhYUrdUQ,1881,1891,train
312233,belly dancing,_ofPvaBg7Sg,420,430,train
312234,jumpstyle dancing,_ofRaL66-SA,33,43,train
312239,square dancing,_ohRI2gFV1w,4,14,train
312301,robot dancing,_pBh_nC2b-Y,10,20,train
312308,swing dancing,_pFKo0ffXlg,82,92,train
312339,dancing gangnam style,_pSYa0Jmlvs,198,208,train
312342,country line dancing,_pTshGENNOE,56,66,train
312391,swing dancing,_ppHJwt4rOg,134,144,train
312430,swing dancing,_q5LWfOEpSM,39,49,train
312440,dancing charleston,_q9cAjaGgwI,196,206,train
312687,swing dancing,_s2qGRwQnm8,103,113,train
312772,robot dancing,_skED4BT33w,37,47,train
312814,dancing macarena,_t0l8QHjino,2,12,train
312859,dancing gangnam style,_tKuVYzokdo,47,57,train
312869,dancing gangnam style,_tO5cKIi1ew,15,25,train
312888,dancing ballet,_tVHVNOR-Qk,29,39,train
312931,swing dancing,_tpgi97ulkY,14,24,train
313005,mosh pit dancing,_uQ9gJaNuKM,50,60,train
313007,swing dancing,_uQk9S5MhFM,58,68,train
313016,mosh pit dancing,_uW3-zQ5eDs,40,50,train
313033,belly dancing,_ubj_hjLdVc,32,42,train
313074,tango dancing,_us_FL8OEKc,13,23,train
313075,belly dancing,_usikou9Muc,31,41,train
313076,tango dancing,_usld3qWfTQ,782,792,train
313085,country line dancing,_uur4VCUjYA,43,53,train
313134,robot dancing,_vEg-YP23Uw,89,99,train
313159,tap dancing,_vOIVQ4NUs4,49,59,train
313162,salsa dancing,_vPPRW5NLyo,99,109,train
313210,belly dancing,_vkn3bvdmQ8,76,86,train
313214,salsa dancing,_vmCgXeVMfY,15,25,train
313220,dancing ballet,_vpHlyAMN8k,102,112,train
313262,dancing gangnam style,_w6dxfQXI80,2,12,train
313291,dancing charleston,_wJ9nkP2zN0,0,10,train
313313,mosh pit dancing,_wWhsbj7XmM,21,31,train
313398,tap dancing,_x-NXQsiblM,33,43,train
313439,robot dancing,_xH9IfIp_y4,83,93,train
313527,dancing macarena,_y4BtEi_dUM,49,59,train
313620,dancing charleston,_yn4fN-uDLU,27,37,train
313704,mosh pit dancing,_zQtSwaCuDQ,26,36,train
313742,tango dancing,_zqfr5Pc26A,76,86,train
313768,dancing macarena,a-06c8Pl41w,4,14,train
313873,country line dancing,a-uhAExcCQU,53,63,train
313920,country line dancing,a0D6WjfdCbI,100,110,train
313951,mosh pit dancing,a0T4rNFVrpI,5,15,train
313993,square dancing,a0mhXIRkOA8,0,10,train
314011,jumpstyle dancing,a0wSVbyc7Mk,13,23,train
314021,dancing ballet,a1-U75Ee_wU,15,25,train
314112,swing dancing,a1enC15dNz8,38,48,train
314115,tango dancing,a1g973WbUc4,11,21,train
314119,salsa dancing,a1gdPqoW5Mw,0,10,train
314124,jumpstyle dancing,a1h8Q69OT3E,90,100,train
314128,breakdancing,a1h_jjA1QOY,57,67,train
314163,tap dancing,a1xayIRJHrQ,12,22,train
314179,dancing ballet,a26-42k2LhY,102,112,train
314201,robot dancing,a2Ez9Bk8bh4,33,43,train
314230,dancing gangnam style,a2R1hQMfcIw,42,52,train
314289,breakdancing,a2qiOPftsgk,11,21,train
314335,dancing gangnam style,a3DEfIHon-E,18,28,train
314336,breakdancing,a3EN4aN3mVw,127,137,train
314379,square dancing,a3aHTKUq4dA,208,218,train
314390,swing dancing,a3eoozYPxr8,16,26,train
314427,tap dancing,a3xl8U2zbTo,0,10,train
314436,salsa dancing,a3zZOA0-Q0c,157,167,train
314488,mosh pit dancing,a4SwXRFupCc,63,73,train
314575,square dancing,a53WeiVe53o,386,396,train
314577,tap dancing,a54fQQWKXNc,163,173,train
314631,tap dancing,a5Wy7PdaxLA,60,70,train
314656,square dancing,a5f8QqyqvY0,926,936,train
314690,jumpstyle dancing,a5yGOQg4lmw,105,115,train
314749,salsa dancing,a6M-_wGdAnY,197,207,train
314790,dancing macarena,a6cn6DmIn_c,3,13,train
314838,swing dancing,a7-LJoW_YLU,84,94,train
314848,square dancing,a784PQ1gv8M,25,35,train
314930,dancing macarena,a7pTmxjTDBM,148,158,train
314988,dancing macarena,a8MhfNclyBA,4,14,train
315111,breakdancing,a9Ogv_ojQdE,43,53,train
315165,dancing macarena,a9nKJuji61A,0,10,train
315280,dancing ballet,aA_dhD2o4XE,77,87,train
315337,dancing macarena,aAuYx8gMC4I,11,21,train
315422,mosh pit dancing,aBZNWqXKRno,292,302,train
315434,dancing macarena,aBfw5BfKJRU,20,30,train
315435,tap dancing,aBgF7XXEefg,31,41,train
315479,robot dancing,aC-_vMDoDjI,21,31,train
315530,square dancing,aCR81hAsJnw,0,10,train
315568,tango dancing,aChH2VqaN70,66,76,train
315588,robot dancing,aCnsRVzpBYM,111,121,train
315608,dancing charleston,aCxGJ9x9l9E,144,154,train
315638,jumpstyle dancing,aDAJ-y9LkEA,87,97,train
315713,dancing ballet,aDpIv4RCDgc,72,82,train
315738,dancing macarena,aE1rbB_kSUA,181,191,train
315764,tango dancing,aEFP223CGK0,19,29,train
315786,dancing macarena,aEPgG7J8pcs,3,13,train
315802,salsa dancing,aEX3V5vJ6vI,58,68,train
315838,jumpstyle dancing,aEnULzgvMmI,14,24,train
315839,mosh pit dancing,aEnoitMrEjY,79,89,train
315904,salsa dancing,aFNQzIlN1Ec,1,11,train
316009,robot dancing,aGEoYkSLqdI,9,19,train
316013,dancing macarena,aGFa5X5FmKs,30,40,train
316026,dancing macarena,aGP6l3OomK8,10,20,train
316054,country line dancing,aGgpFlXUAF4,0,10,train
316085,country line dancing,aGuuXtFtZ7o,84,94,train
316110,swing dancing,aH89khvtwzc,5,15,train
316139,country line dancing,aHO1I3tZ2ZQ,18,28,train
316170,dancing macarena,aHdPch4H-dY,68,78,train
316177,dancing charleston,aHijts_5FCY,26,36,train
316253,tango dancing,aIOmAvLyxpU,213,223,train
316330,tango dancing,aJ5E3OmD2H4,71,81,train
316332,tango dancing,aJ5oFpREiNg,191,201,train
316350,country line dancing,aJH19JtxnF0,211,221,train
316367,dancing charleston,aJMqkcRaWAY,1,11,train
316401,swing dancing,aJgV9PWIsY0,314,324,train
316489,salsa dancing,aKVBMyjrj2g,0,10,train
316528,dancing ballet,aKpL5RtYH-0,68,78,train
316532,dancing macarena,aKuE0JnLUmE,342,352,train
316569,mosh pit dancing,aLI5T_-VZ0Q,66,76,train
316587,dancing gangnam style,aLSZqZO3oMk,7,17,train
316596,tango dancing,aLVj1OTn0Bw,100,110,train
316607,country line dancing,aLbTp9PZgbw,55,65,train
316625,belly dancing,aLrZ2Q1mzuU,52,62,train
316654,tap dancing,aM6BWOh8Yr8,8,18,train
316703,square dancing,aMeEMiMPFSk,202,212,train
316759,dancing ballet,aNGK185PNHY,69,79,train
316829,dancing charleston,aO02tD22zsk,54,64,train
316839,tango dancing,aOAoTF12vAc,182,192,train
316870,tap dancing,aOPtUENRZcI,138,148,train
316885,dancing charleston,aOY44MdI6Ns,67,77,train
316898,dancing charleston,aOjeJUGNYQ4,24,34,train
316921,robot dancing,aOyfpJNWkEQ,1,11,train
316933,tap dancing,aP54kLGWBns,114,124,train
316942,breakdancing,aPAhZ3Ap4PA,42,52,train
316975,breakdancing,aPVZYrT5ZtA,1,11,train
316992,belly dancing,aPZwxMSDhic,102,112,train
317179,dancing ballet,aRQW7YKgJD0,660,670,train
317181,jumpstyle dancing,aRQwUyFiYjA,156,166,train
317225,tap dancing,aRhx2JtCjYs,152,162,train
317256,belly dancing,aRsnoYKW82M,71,81,train
317257,breakdancing,aRtEQOnwoxw,216,226,train
317332,robot dancing,aSWa4cVQ9Y4,5,15,train
317337,dancing charleston,aSYg5AFEm3U,14,24,train
317366,robot dancing,aSrYsH8ohmo,75,85,train
317379,robot dancing,aSx5gvFQqE4,17,27,train
317434,tap dancing,aTLVtA71Rlg,110,120,train
317448,robot dancing,aTSO_kwV10g,17,27,train
317461,dancing ballet,aTYFcm3oymY,9,19,train
317514,jumpstyle dancing,aU43N-IHQUE,12,22,train
317568,dancing ballet,aUVBno0Bmas,75,85,train
317573,dancing gangnam style,aUZGzR5vlE0,39,49,train
317576,square dancing,aU_WG_QQF-I,59,69,train
317749,country line dancing,aWWFXWofJa0,74,84,train
317756,dancing ballet,aWc6NEgTg18,222,232,train
317769,tango dancing,aWdek8_1Sto,12,22,train
317781,dancing ballet,aWhRm7_wvh4,2,12,train
317797,tango dancing,aWmocWSwI9o,129,139,train
317803,jumpstyle dancing,aWniKPMunZg,50,60,train
317858,salsa dancing,aXO21jpedV8,120,130,train
317975,dancing macarena,aYQRG0apoQc,2,12,train
318102,breakdancing,aZS_HUqnIuU,55,65,train
318113,salsa dancing,aZTg1bUnhFw,2,12,train
318167,salsa dancing,aZoTVW2nKSA,127,137,train
318183,tango dancing,aZudPxB0lVs,22,32,train
318187,breakdancing,aZvb7npucYs,377,387,train
318203,salsa dancing,a_1n5WAw82k,2,12,train
318204,salsa dancing,a_1q5FfMNxc,93,103,train
